"","V1","collectioncode","animal_id","scientificname","common_name_e","datelastmodified","detectedby","glatos_array","station","receiver_sn","bottom_depth","receiver_depth","transmitter_id","transmitter_codespace","sensorname","sensorraw","sensortype","sensorvalue","sensorunit","detection_timestamp_utc","timezone","deploy_long","deploy_lat","the_geom","yearcollected","monthcollected","daycollected","julianday","timeofday","local_area","notes","citation","unqdetecid","contact_pi","contact_poc","min_lag","passed_filter"
"70",4419,"SABMPA","SABMPA-SCF0014-2018-04-23","Chionoecetes opilio","Snow crab",2023-02-13,"SABMPA","SABMPA","Southern St.Anns Bank","release",NA,NA,"A69-1602-26626","",NA,NA,"",NA,NA,2018-04-23 21:19:00,"UTC",-59.32011,45.99266,"0101000020E6100000B08F4E5DF9A84DC010069E7B0FFF4640",2018,4,23,113,21.3166666666667,"Southern St.Anns Bank","eggC-2, eggS-2","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-SCF0014-2018-04-23-release-A69-1602-26626","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"71",5951,"SABMPA","SABMPA-1-2021-08-30","Hippoglossus hippoglossus","Atlantic halibut",2022-11-17,"SABMPA","SABMPA","St. Anns Bank MPA","release",NA,NA,"A69-9006-14986","","",NA,"",NA,"",2021-08-30 16:00:00,"UTC",-59.54,46.12233,"0101000020E610000085EB51B81EC54DC0EBA86A82A80F4740",2021,8,30,242,16,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1-2021-08-30-release-A69-9006-14986","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"72",5952,"SABMPA","SABMPA-1-2021-08-30","Hippoglossus hippoglossus","Atlantic halibut",2022-11-17,"SABMPA","SABMPA","St. Anns Bank MPA","release",NA,NA,"A69-9006-14985","","",NA,"",NA,"",2021-08-30 16:00:00,"UTC",-59.54,46.12233,"0101000020E610000085EB51B81EC54DC0EBA86A82A80F4740",2021,8,30,242,16,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1-2021-08-30-release-A69-9006-14985","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"73",5953,"SABMPA","SABMPA-2-2021-08-30","Hippoglossus hippoglossus","Atlantic halibut",2022-11-17,"SABMPA","SABMPA","St. Anns Bank MPA","release",NA,NA,"A69-9006-14993","","",NA,"",NA,"",2021-08-30 16:43:00,"UTC",-59.5463,46.1263,"0101000020E610000004E78C28EDC54DC00EBE30992A104740",2021,8,30,242,16.7166666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-2-2021-08-30-release-A69-9006-14993","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"74",5954,"SABMPA","SABMPA-2-2021-08-30","Hippoglossus hippoglossus","Atlantic halibut",2022-11-17,"SABMPA","SABMPA","St. Anns Bank MPA","release",NA,NA,"A69-9006-14994","","",NA,"",NA,"",2021-08-30 16:43:00,"UTC",-59.5463,46.1263,"0101000020E610000004E78C28EDC54DC00EBE30992A104740",2021,8,30,242,16.7166666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-2-2021-08-30-release-A69-9006-14994","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"75",6425,"SABMPA","SABMPA-1261738-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50821","","",NA,"",NA,"",2022-12-05 19:28:00,"UTC",-59.1497,45.5816,"0101000020E6100000091B9E5E29934DC043AD69DE71CA4640",2022,12,5,339,19.4666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261738-2022-12-05-release-A69-1601-50821","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"76",6426,"SABMPA","SABMPA-1261739-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50822","","",NA,"",NA,"",2022-12-05 19:25:00,"UTC",-59.1501,45.5814,"0101000020E610000097900F7A36934DC07CF2B0506BCA4640",2022,12,5,339,19.4166666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261739-2022-12-05-release-A69-1601-50822","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"77",6427,"SABMPA","SABMPA-1261740-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50823","","",NA,"",NA,"",2022-12-05 19:13:00,"UTC",-59.1519,45.5807,"0101000020E610000096218E7571934DC0C364AA6054CA4640",2022,12,5,339,19.2166666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261740-2022-12-05-release-A69-1601-50823","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"78",6428,"SABMPA","SABMPA-1261741-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50824","","",NA,"",NA,"",2022-12-05 18:32:00,"UTC",-59.1578,45.5727,"0101000020E610000087A757CA32944DC0A835CD3B4EC94640",2022,12,5,339,18.5333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261741-2022-12-05-release-A69-1601-50824","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"79",6429,"SABMPA","SABMPA-1261742-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50825","","",NA,"",NA,"",2022-12-05 18:15:00,"UTC",-59.1589,45.5715,"0101000020E6100000CEAACFD556944DC0FED478E926C94640",2022,12,5,339,18.25,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261742-2022-12-05-release-A69-1601-50825","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"80",6524,"SABMPA","SABMPA-1261743-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50826","","",NA,"",NA,"",2022-12-05 19:43:00,"UTC",-59.1475,45.5824,"0101000020E61000007B14AE47E1924DC05F984C158CCA4640",2022,12,5,339,19.7166666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261743-2022-12-05-release-A69-1601-50826","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"81",6525,"SABMPA","SABMPA-1261744-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50827","","",NA,"",NA,"",2022-12-05 19:41:00,"UTC",-59.1478,45.5823,"0101000020E6100000A52C431CEB924DC0FB3A70CE88CA4640",2022,12,5,339,19.6833333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261744-2022-12-05-release-A69-1601-50827","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"82",6526,"SABMPA","SABMPA-1261745-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50828","","",NA,"",NA,"",2022-12-05 19:38:00,"UTC",-59.1482,45.582,"0101000020E610000034A2B437F8924DC0D122DBF97ECA4640",2022,12,5,339,19.6333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261745-2022-12-05-release-A69-1601-50828","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"83",6527,"SABMPA","SABMPA-1261746-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50829","","",NA,"",NA,"",2022-12-05 19:35:00,"UTC",-59.1488,45.582,"0101000020E610000089D2DEE00B934DC0D122DBF97ECA4640",2022,12,5,339,19.5833333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261746-2022-12-05-release-A69-1601-50829","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"84",6542,"SABMPA","SABMPA-1261747-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50830","","",NA,"",NA,"",2022-12-05 19:31:00,"UTC",-59.149,45.5816,"0101000020E6100000508D976E12934DC043AD69DE71CA4640",2022,12,5,339,19.5166666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261747-2022-12-05-release-A69-1601-50830","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"85",6543,"SABMPA","SABMPA-1261748-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50831","","",NA,"",NA,"",2022-12-05 19:58:00,"UTC",-59.1458,45.583,"0101000020E6100000DFE00B93A9924DC0B4C876BE9FCA4640",2022,12,5,339,19.9666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261748-2022-12-05-release-A69-1601-50831","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"86",6551,"SABMPA","SABMPA-1261749-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50832","","",NA,"",NA,"",2022-12-05 19:59:00,"UTC",-59.1461,45.5829,"0101000020E610000009F9A067B3924DC0516B9A779CCA4640",2022,12,5,339,19.9833333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261749-2022-12-05-release-A69-1601-50832","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"87",6552,"SABMPA","SABMPA-1261750-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50833","","",NA,"",NA,"",2022-12-05 19:51:00,"UTC",-59.1465,45.5828,"0101000020E6100000986E1283C0924DC0ED0DBE3099CA4640",2022,12,5,339,19.85,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261750-2022-12-05-release-A69-1601-50833","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"88",6553,"SABMPA","SABMPA-1261751-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50834","","",NA,"",NA,"",2022-12-05 19:49:00,"UTC",-59.1466,45.5827,"0101000020E6100000FBCBEEC9C3924DC08AB0E1E995CA4640",2022,12,5,339,19.8166666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261751-2022-12-05-release-A69-1601-50834","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"89",6554,"SABMPA","SABMPA-1261752-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50835","","",NA,"",NA,"",2022-12-05 19:47:00,"UTC",-59.147,45.5825,"0101000020E6100000894160E5D0924DC0C3F5285C8FCA4640",2022,12,5,339,19.7833333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261752-2022-12-05-release-A69-1601-50835","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"90",6573,"SABMPA","SABMPA-1261753-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50836","","",NA,"",NA,"",2022-12-05 20:12:00,"UTC",-59.145,45.5828,"0101000020E6100000C3F5285C8F924DC0ED0DBE3099CA4640",2022,12,5,339,20.2,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261753-2022-12-05-release-A69-1601-50836","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"91",6574,"SABMPA","SABMPA-1261754-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50837","","",NA,"",NA,"",2022-12-05 20:00:00,"UTC",-59.1458,45.5828,"0101000020E6100000DFE00B93A9924DC0ED0DBE3099CA4640",2022,12,5,339,20,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261754-2022-12-05-release-A69-1601-50837","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"92",6584,"SABMPA","SABMPA-1261755-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50838","","",NA,"",NA,"",2022-12-05 20:00:00,"UTC",-59.1458,45.5828,"0101000020E6100000DFE00B93A9924DC0ED0DBE3099CA4640",2022,12,5,339,20,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261755-2022-12-05-release-A69-1601-50838","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"93",6864,"SABMPA","SABMPA-1261756-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50839","","",NA,"",NA,"",2022-12-05 20:00:00,"UTC",-59.1458,45.5828,"0101000020E6100000DFE00B93A9924DC0ED0DBE3099CA4640",2022,12,5,339,20,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261756-2022-12-05-release-A69-1601-50839","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"94",6865,"SABMPA","SABMPA-1261757-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50840","","",NA,"",NA,"",2022-12-05 20:00:00,"UTC",-59.1458,45.5828,"0101000020E6100000DFE00B93A9924DC0ED0DBE3099CA4640",2022,12,5,339,20,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261757-2022-12-05-release-A69-1601-50840","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"95",6866,"SABMPA","SABMPA-1261758-2022-12-05","Myoxocephalus scorpius","Shorthorn sculpin",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50841","","",NA,"",NA,"",2022-12-05 20:50:00,"UTC",-59.1464,45.5853,"0101000020E61000003411363CBD924DC0A52C431CEBCA4640",2022,12,5,339,20.8333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261758-2022-12-05-release-A69-1601-50841","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"96",6890,"SABMPA","SABMPA-1261759-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50842","","",NA,"",NA,"",2022-12-05 20:30:00,"UTC",-59.143,45.5843,"0101000020E6100000FCA9F1D24D924DC0C286A757CACA4640",2022,12,5,339,20.5,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261759-2022-12-05-release-A69-1601-50842","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"97",6891,"SABMPA","SABMPA-1261760-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50843","","",NA,"",NA,"",2022-12-05 20:16:00,"UTC",-59.1444,45.5837,"0101000020E61000006DC5FEB27B924DC06D567DAEB6CA4640",2022,12,5,339,20.2666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261760-2022-12-05-release-A69-1601-50843","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"98",6901,"SABMPA","SABMPA-1261761-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50844","","",NA,"",NA,"",2022-12-05 20:16:00,"UTC",-59.1446,45.5834,"0101000020E61000003480B74082924DC0423EE8D9ACCA4640",2022,12,5,339,20.2666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261761-2022-12-05-release-A69-1601-50844","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"99",6902,"SABMPA","SABMPA-1261762-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50845","","",NA,"",NA,"",2022-12-05 20:12:00,"UTC",-59.145,45.5828,"0101000020E6100000C3F5285C8F924DC0ED0DBE3099CA4640",2022,12,5,339,20.2,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261762-2022-12-05-release-A69-1601-50845","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"100",6903,"SABMPA","SABMPA-1261763-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50846","","",NA,"",NA,"",2022-12-05 21:11:00,"UTC",-59.1378,45.5865,"0101000020E6100000C4B12E6EA3914DC0508D976E12CB4640",2022,12,5,339,21.1833333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261763-2022-12-05-release-A69-1601-50846","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"101",6969,"SABMPA","SABMPA-1261764-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50847","","",NA,"",NA,"",2022-12-05 21:11:00,"UTC",-59.1378,45.5865,"0101000020E6100000C4B12E6EA3914DC0508D976E12CB4640",2022,12,5,339,21.1833333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261764-2022-12-05-release-A69-1601-50847","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"102",6970,"SABMPA","SABMPA-1261765-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50848","","",NA,"",NA,"",2022-12-05 21:11:00,"UTC",-59.1378,45.5865,"0101000020E6100000C4B12E6EA3914DC0508D976E12CB4640",2022,12,5,339,21.1833333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261765-2022-12-05-release-A69-1601-50848","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"103",6971,"SABMPA","SABMPA-1261766-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1601-50849","","",NA,"",NA,"",2022-12-05 20:57:00,"UTC",-59.1394,45.5857,"0101000020E6100000FD87F4DBD7914DC034A2B437F8CA4640",2022,12,5,339,20.95,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1261766-2022-12-05-release-A69-1601-50849","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
