SPECCD_ID,APHIA_ID,COMM,SPEC
978,127356,HAPLOCAVLUS,LEPTOSTOMIAS HAPLOCAULUS
979,125868,,ALEPOCEPHALUS
980,125587,"SALMON,TROUTS,ETC.",SALMONIDAE
982,126813,OX-EYE SCAD,SELAR BOOPS
983,105727,,APRISTURUS
984,282973,,THYSANACTIS DENTEX
985,127317,GRIMALDI,ARISTOSTOMIAS GRIMALDII
986,127327,CYCLOPHOTUS,ASTRONESTHES NEOPOGON
987,127364,,MELANOSTOMIAS TENTACULATUS
988,127345,,EUSTOMIAS MACRONEMA
989,269257,,GONIOPLECTRUS
990,271023,,SYNODONTIS
991,127330,,BATHOPHILUS DIGITATUS
992,127269,,MELAMPHAES SIMUS
993,159665,,DYSALOTUS ALCOCKI
994,125946,,TRACHURUS
995,125520,,BRAMIDAE
996,159206,,ONEIRODES EPITHALES
997,126577,ANGLER,PHYLLORHINICHTHYS MICRACTIS
998,158952,ARMOURED GRENADIER; NEMATONURUS,CORYPHAENOIDES ARMATUS
1000,105787,BIGNOSE SHARK,CARCHARHINUS ALTIMUS
1001,105817,GREAT HAMMERHEAD SHARK,SPHYRNA MOKARRAN
1002,105835,BIGEYE THRESHER SHARK,ALOPIAS SUPERCILIOSUS
1003,105798,NIGHT SHARK,CARCHARHINUS SIGNATUS
1004,105799,TIGER SHARK,GALEOCERDO CUVIER
1005,105840,LONGFIN MAKO,ISURUS PAUCUS
1006,126402,ORANGE ROUGHY,HOPLOSTETHUS ATLANTICUS
1007,105761,,BATHYRAJA
1008,217603,,ALEPOCEPHALUS AUSTRALIS
1009,125500,,HALOSAURIDAE
1010,158557,,HALOSAURUS GUENTHERI
1011,157881,,ALDROVANDIA OLEOSA
1012,159063,GILLI,BASSOGIGAS GILLII
1013,125754,,NEZUMIA
1014,126474,,NEZUMIA LONGEBARBATA
1015,126475,,NEZUMIA SCLERORHYNCHUS
1016,126163,,RHODICHTHYS
1017,126709,,ROULEINA ATTRITA
1018,126678,CUSK EEL,SPECTRUNCULUS GRANDIS
1019,126326,,ILYOPHIS BRUNNEUS
1020,158525,ATLANTIC ANGEL SHARK; DUMERILI,SQUATINA DUMERIL
1021,105867,RICHARDSON'S RAY,BATHYRAJA RICHARDSONI
1022,158545,,BREVIRAJA
1023,158550,BREVIRAJA,FENESTRAJA PLUTONIA
1024,125654,,ILYOPHIS
1025,158593,,VENEFICA PROCERA
1026,10294,,NOTACANTHIFORMES
1027,125838,,HALOSAUROPSIS
1028,126639,,HALOSAUROPSIS MACROCHIR
1029,125837,,ALDROVANDIA
1030,126637,,ALDROVANDIA AFFINIS
1031,125873,,BATHYTROCTES
1032,126693,,BATHYTROCTES MICROLEPIS
1034,125879,INCL BELLOCIA SP.,NARCETES
1035,126706,,NARCETES STOMIAS
1036,125901,,HOLTBYRNIA
1037,125669,,BATHYPTEROIS
1038,126343,,BATHYPTEROIS GRALLATOR
1039,126344,,BATHYPTEROIS LONGIPES
1040,158864,BATHYPTYPHLOPS,BATHYTYPHLOPS MARIONAE
1041,125767,,LAEMONEMA
1042,158959,,CORYPHAENOIDES LEPTOLEPIS
1044,272077,,BATHYPTEROIS VIRIDENSIS
1045,126345,,BATHYPTEROIS PHENAX
1047,159061,,BASSOGIGAS
1048,272800,BASSOGIGAS,HOLCOMYCTERONUS PROFUNDISSIMUS
1049,126665,,BASSOZETUS TAENIA
1050,127423,BLACK OREO,NEOCYTTUS HELGAE
1051,126666,,BATHYONUS LATICEPS
1052,125882,,ROULEINA
1053,125759,TRACHYRHYNCHUS,TRACHYRINCUS
1055,125448,,SCOPELARCHIDAE
1056,107700,INCL POLYCHELES SCULPTUS,STEREOMASTIS SCULPTA
1057,158999,,BARATHRITES PARRI
1058,158958,,CORYPHAENOIDES GUENTHERI
1059,345843,GREAT BARRACUDA; SPHRAENA,SPHYRAENA BARRACUDA
1060,158956,,CORYPHAENOIDES CARAPINUS
1061,280323,CAELORINCHUS,COELORINCHUS OCCA
1062,126467,,CETONURUS GLOBICEPS
1063,126469,,GADOMUS ARCUATUS
1064,125748,,CORYPHAENOIDES
1066,159266,,LYCODONUS MIRABILIS
1067,127122,,PACHYCARA CRASSICEPS
1068,126406,PINK FLABBY WHALEFISH,CETOSTOMA REGANI
1069,126746,,PLATYTROCTES APUS
1070,159044,,BARATHRODEMUS MANATINUS
1071,158516,CHAIN CATSHARK,SCYLIORHINUS RETIFER
1072,126657,,CATAETYX LATICEPS
1073,126690,,BATHYTROCTES MACROGNATHUS
1075,158978,,GUTTIGADUS LATIFRONS
1076,158979,,LAEMONEMA BARBATULUM
1077,280135,BATHYCHAUNAX,CHAUNACOPS ROSEUS
1079,125437,JELLYNOSE FISHE,ATELEOPODIDAE
1080,125913,,APOGON
1081,127329,,BATHOPHILUS BREVIS
1082,268809,,COELORINCHUS
1083,159199,,DANAPHRYNE
1084,159439,,FISTULARIA PETIMBA
1085,125808,,LEPTACANTHICHTHYS
1086,127360,,MELANOSTOMIAS BISERIATUS
1087,126642,NOTOCANTHUS,NOTACANTHUS BONAPARTE
1088,125863,,OPHIDION
1089,126843,ALTIPINNUS,PSEUDOSCOPELUS ALTIPINNIS
1090,159807,,RHOMBOPLITES AURORUBENS
1096,126708,,RINOCTES NASUTUS
1098,159217,,TRICHOPSETTA VENTRALIS
1100,,EGGS UNID.,
1101,126242,BOARFISH,ANTIGONIA
1105,125459,ROUGHIES UNSPEC.,TRACHICHTHYIDAE
1106,126404,SILVER ROUGHY,HOPLOSTETHUS MEDITERRANEUS
1107,159415,WESTERN ROUGHY,HOPLOSTETHUS OCCIDENTALIS
1191,105763,SKATE;LITTLE OR WINTER; UNSPECIFIED,LEUCORAJA
1224,,RAJA/SKATE EGGS,
1264,105808,GHOST CATSHARK,APRISTURUS MANIS
1265,105871,"BLACK SKATE, NORWEGIAN SKATE",DIPTURUS NIDAROSIENSIS
1267,105873,SANDY RAY; RAJA,LEUCORAJA CIRCULARIS
1268,105895,RAJA,RAJELLA KUKUJEVI
1269,126463,VAILLANTS GRENADIER,BATHYGADUS MELANOBRANCHUS
1270,126473,SMOOTH GRENADIER,NEZUMIA AEQUALIS
1271,126683,SMALLEYE SMOOTHHEAD,ALEPOCEPHALUS PRODUCTUS
1272,105866,PALE RAY,BATHYRAJA PALLIDA
1274,126496,,LEPIDION SCHMIDTI
1275,126743,SMALLSCALE SEARSID; MAULESIA,MAULISIA MICROLEPIS
1278,127257,CRISTULATA,TRACHYSCORPIA ECHINATA
1279,124002,,TREMASTER MIRABILIS
1280,123815,,URASTERIAS LINCKI
1281,240796,ARISTAEPSIS EDWARDSINANA,ARISTAEOPSIS EDWARDSIANA
1282,158362,INCL LEBBEUS ZEBRA,LEBBEUS MICROCEROS
1283,1056517,SERGIA,ROBUSTOSERGIA ROBUSTA
1284,138216,,CRENELLA
1285,101489,,COROPHIUM
1286,160314,THICK-LIP DRILL,EUPLEURA CAUDATA
1288,160450,LORA,PROPEBELA NOBILIS
1289,125607,FILEFISH UNSP.,BALISTIDAE
1510,,BUCCINIDAE/WHELK EGGS,
1511,,GASTEROPODA/SNAIL/SLUG EGGS,
1530,,CEPHALOPODA/SQUID EGGS,
1700,1410,,FORAMINIFERA
1725,111978,,ALLOGROMIA
1750,582421,RADIOLARIDA,RADIOZOA
1810,146420,,TUNICATA
1811,1839,,ASCIDIACEA
1812,103815,,BOLTENIA OVIFERA
1815,103448,,MOLGULIDAE
1821,103483,SEA SQUIRTS,ASCIDIA
1822,103531,,DENDRODOA
1823,103514,SEA POTATO,BOLTENIA
1824,103536,,PELONAIA
1826,103788,SEA GRAPES,MOLGULA MANHATTENSIS
1827,103828,SEA PEACH,HALOCYNTHIA PYRIFORMIS
1828,104902,SAND BLISTERS; AMPHIOXUS,BRANCHIOSTOMA
1830,146421,LARVACEA,APPENDICULARIA
1831,103367,,OIKOPLEURA
1840,137217,,SALPIDAE
1845,22626,,THALIACEA
1900,146142,BRYOZOANS,BRYOZOA
1901,111367,LEMONWEED,FLUSTRA FOLIACEA
1910,1271,,ENTOPROCTA
1930,1803,LAMPSHELLS,BRACHIOPODA
1931,869079,,RHYNCHONELLA
1932,104040,,TEREBRATULINA
1940,1789,,PHORONIDA
2000,1066,,CRUSTACEA
2055,106055,,SCALPELLIDAE
2056,106182,,ARCOSCALPELLUM MICHELOTTIANUM
2060,106033,,SESSILIA
2061,106070,ARCHAEOBALANIDAE,ARCHAEOBALANINAE
2062,106207,,CHIRONA HAMERI
2100,1130,SHRIMPS,DECAPODA
2200,106789,,PANDALIDAE
2210,107044,,PANDALUS
2211,107649,,PANDALUS BOREALIS
2212,107651,,PANDALUS MONTAGUI
2213,158351,,ATLANTOPANDALUS PROPINQVUS
2214,158356,,DICHELOPANDALUS LEPTOCERUS
2215,107041,,DICHELOPANDALUS
2216,107046,,PLESIONIKA
2217,107661,,PLESIONIKA MARTIA
2219,106790,,PASIPHAEIDAE
2220,107678,,PASIPHAEA TARDA
2221,107676,,PASIPHAEA MULTIDENTATA
2222,107673,,PARAPASIPHAE SULCATIFRONS
2223,515738,SERGESTES,EUSERGESTES ARCTICUS
2230,106784,NEMATOCARINIDAE,NEMATOCARCINIDAE
2231,158367,,NEMATOCARCINUS ROTUNDUS
2240,106788,,PALAEMONIDAE
2245,932406,"COMMON SHORE SHRIMP,COMMON PRAWN; PALAEMONETES",PALAEMON VULGARIS
2300,106777,,HIPPOLYTIDAE
2309,158361,EEL GRASS SHRIMP,HIPPOLYTE ZOSTERICOLA
2310,106994,,SPIRONTOCARIS
2312,107521,,LEBBEUS POLARIS
2313,107531,,SPIRONTOCARIS LILJEBORGII
2315,107532,,SPIRONTOCARIS PHIPPSII
2316,107533,,SPIRONTOCARIS SPINUS
2317,107507,,EUALUS PUSIOLUS
2318,107499,,CARIDION GORDONI
2319,107520,,LEBBEUS GROENLANDICUS
2320,106989,,LEBBEUS
2330,106986,,EUALUS
2331,158359,,EUALUS MACILENTUS
2332,158357,INCL SPIRONTOCARIS FABRICII,EUALUS FABRICII
2333,107504,,EUALUS GAIMARDII
2350,155670,CLADOCERA,DIPLOSTRACA
2351,106269,,PODON
2352,106267,,EVADNE
2360,106786,,OPLOPHORIDAE
2361,107018,,ACANTHEPHYRA
2362,107582,,ACANTHEPHYRA PURPUREA
2363,564909,EXEMIA,ACANTHEPHYRA EXIMIA
2365,107601,,NOTOSTOMUS ROBUSTUS
2366,107600,,NOTOSTOMUS ELEGANS
2367,107025,,NOTOSTOMUS
2369,107602,,OPLOPHORUS SPINOSUS
2400,106782,,CRANGONIDAE
2410,107006,,ARGIS
2411,107550,,ARGIS DENTATA
2412,158373,,PONTOPHILUS BREVIROSTRIS
2413,107013,,SCLEROCRANGON
2414,107568,,SCLEROCRANGON BOREAS
2415,107563,,PONTOPHILUS NORVEGICUS
2416,107007,,CRANGON
2417,158355,,CRANGON SEPTEMSPINOSA
2419,107566,SARSI,SABINEA SARSII
2420,107012,,SABINEA
2421,107567,,SABINEA SEPTEMCARINATA
2422,107565,,SABINEA HYSTRIX
2425,107553,,METACRANGON JACQUETI
2430,106783,,GLYPHOCRANGONIDAE
2431,107571,,GLYPHOCRANGON LONGIROSTRIS
2450,106727,,PENAEIDAE
2460,106731,,SERGESTIDAE
2461,106829,,SERGESTES
2470,106725,,ARISTEIDAE
2471,106813,,GENNADAS
2505,557512,,POLYBIIDAE
2506,394995,,BATHYNECTES LONGISPINA
2508,106747,,CALAPPIDAE
2509,106749,CANCER CRAB,CANCRIDAE
2510,106673,BRACHIURAN CRABS; INCL CRAB,BRACHYURA
2511,158056,JONAH CRAB,CANCER BOREALIS
2512,107379,BLUE CRAB,CALLINECTES SAPIDUS
2513,158057,ATLANTIC ROCK CRAB,CANCER IRRORATUS
2514,150514,HORSESHOE CRAB  AMERICAN,LIMULUS POLYPHEMUS
2515,106763,,PORTUNIDAE
2516,106671,CRAB,ANOMURA
2517,107412,SAY MUD CRAB,DYSPANOPEUS SAYI
2518,158436,BLACK FINGERED MUD CRAB,PANOPEUS HERBSTII
2519,106760,SPIDER CRAB,MAJIDAE
2520,106903,"TOAD CRAB,UNIDENT.",HYAS
2521,107323,,HYAS COARCTATUS
2523,107205,NORTHERN STONE CRAB,LITHODES MAJA
2524,106876,,CANCER
2525,106737,SPINY CRAB; LITHODES/NEOLITHODES,LITHODIDAE
2526,107315,SNOW CRAB  QUEEN; INCL CHIONOECETES SP,CHIONOECETES OPILIO
2527,107322,TOAD CRAB,HYAS ARANEUS
2528,107206,PORCUPINE CRAB,NEOLITHODES GRIMALDII
2529,106873,,CALAPPA
2530,158044,,ACANTHOCARPUS ALEXANDRI
2531,107381,GREEN CRAB,CARCINUS MAENAS
2532,158407,RED DEEPSEA CRAB,CHACEON QUINQUEDENS
2533,421899,LYREIDUS BAIRDII,LYSIRUDE NITIDUS
2535,129642,,SPIRORBIS
2536,102409,,ERICTHONIUS RUBRICORNIS
2537,158156,,UNCIOLA IRRORATA
2538,158433,CRAB ,OVALIPES
2539,158434,LADY CRAB,OVALIPES OCELLATUS
2540,106798,,AXIIDAE
2541,158379,,AXIUS SERRATUS
2543,106744,,HOMOLIDAE
2544,421895,,HOMOLA MINIMA
2546,106761,,PARTHENOPIDAE
2547,442342,,SPINOLAMBRUS POURTALESII
2550,156134,AMERICAN LOBSTER,HOMARUS AMERICANUS
2554,106733,,GALATHEIDAE
2555,1606704,MUNIDA,IRIDONIDA IRIS
2556,1605967,MUNIDA,TYPHLONIDA VALIDA
2558,158404,,PAGURUS POLITUS
2559,106738,HERMIT CRABS,PAGURIDAE
2560,106687,,PAGUROIDEA
2561,106854,,PAGURUS
2562,158400,,PAGURUS ACADIANUS
2564,107240,,PAGURUS PUBESCENS
2565,196160,MUD SHRIMP,THALASSINIDAE
2566,107175,,MUNIDOPSIS CURVIROSTRA
2567,107726,,CALOCARIS MACANDREAE
2568,158402,,PAGURUS ARCUATUS
2569,107248,,PARAPAGURUS PILOSIMANUS
2570,106739,,PARAPAGURIDAE
2571,106856,,ONCOPAGURUS
2580,106793,INCL PENTACHELIDAE; PENTACHELIDAE,POLYCHELIDAE
2581,238402,,PENTACHELES
2582,382979,,PENTACHELES LAEVIS
2584,107699,,STEREOMASTIS NANA
2600,1128,KRILL SHRIMP,EUPHAUSIACEA
2605,138122,,LIMACINA
2606,13703,THECOSOMATA,
2610,110671,,EUPHAUSIIDAE
2611,110690,NORTHERN KRILL,MEGANYCTIPHANES NORVEGICA
2612,110673,,EUPHAUSIA
2613,110687,KROHNI,EUPHAUSIA KROHNII
2620,110679,,THYSANOESSA
2621,110711,,THYSANOESSA RASCHII
2622,110708,,THYSANOESSA INERMIS
2623,110709,,THYSANOESSA LONGICAUDATA
2631,110712,INCL THYSANOESSA ACUTIFRONS,THYSANOPODA ACUTIFRONS
2650,1078,,OSTRACODA
2699,1086,WAS MYSIDACEA; EUPHAUSIACEA/MYSIDACEA,EUMALACOSTRACA
2700,149668,MYSID SHRIMP; MYSIDACEA,MYSIDA
2710,119886,,MYSIS
2711,226994,,MYSIS STENOLEPIS
2712,120113,,MYSIS MIXTA
2713,157805,,MYSIS GASPENSIS
2714,120115,,MYSIS OCULATA
2715,119822,,MYSIDAE
2721,120182,,PSEUDOMMA AFFINE
2722,120193,,PSEUDOMMA TRUNCATUM
2731,852968,ERYTHROPTHALMA,ERYTHROPS ERYTHROPHTHALMUS
2732,446462,,METERYTHROPS ROBUSTUS
2733,120218,,STILOMYSIS GRANDIS
2734,157807,,NEOMYSIS AMERICANA
2735,119974,,BOREOMYSIS TRIDENS
2760,119819,,EUCOPIIDAE
2761,119825,,EUCOPIA
2770,119821,,LOPHOGASTRIDAE
2771,119826,,GNATHOPHAUSIA
2772,119930,,GNATHOPHAUSIA ZOEA
2775,119931,,NEOGNATHOPHAUSIA GIGAS
2785,101415,,CYSTISOMATIDAE
2786,101793,,CYSTISOMA
2790,101710,,PARDALISCA
2791,102947,,PARDALISCA CUSPIDATA
2792,102949,,PARDALISCA TENUIPES
2794,101379,,EPIMERIIDAE
2795,1053399,,EPIMERIA (EPIMERIA) LORICATA
2796,458665,,MEGALANCEOLIDAE
2797,325364,,MEGALANCEOLA STEPHENSENI
2798,101408,,STEGOCEPHALIDAE
2799,103105,,STEGOCEPHALUS INFLATUS
2800,1135,,AMPHIPODA
2801,103253,AMPHIPOD,HYPERIA MEDUSARUM
2803,102870,AMPHIPODS; PHYLLONIX,ARRHIS PHYLLONYX
2804,102108,,NEOHELA MONSTROSA
2805,102152,,PARAMPHITHOE HYSTRIX
2806,101401,,PARDALISCIDAE
2807,101404,,PLEUSTIDAE
2808,101675,,MAERA
2809,101800,PARATHEMISTO,THEMISTO
2810,101796,,HYPERIA
2811,101383,,GAMMARIDAE
2812,423508,MELITA,MEGAMOERA DENTATA
2813,158077,,CASCO BIGELOWI
2814,101679,,MELITA
2815,103153,,STENOTHOE BREVICORNIS
2816,101447,,HAPLOOPS
2817,103034,,DULICHIA SPINOSISSIMA
2818,489646,DULICHIA MONACANTHA,DYOPEDOS MONACANTHUS
2819,1207,"GAMMARIDEA; WHITE,G. AMPHI",
2820,101537,,GAMMARUS
2821,535546,CERADOCUS,WIMVADOCUS TORELLI
2822,158112,PURPLE AMPHI,LEPTOCHEIRUS PINGUIS
2823,101474,RED AMPHI,UNCIOLA
2825,102820,,MAERA LOVENI
2826,103019,PLEUSTES,PLEUSTOMESUS MEDIUS
2827,101734,,DULICHIA
2828,101780,,TIRON
2829,158102,,HIPPOMEDON SERRATUS
2830,101395,,LYSIANASSIDAE
2831,101634,ORCHOMONELLA,ORCHOMENELLA
2832,101658,,TMETONYX
2833,101592,,ANONYX
2834,102696,ORCHOMONELLA,ORCHOMENELLA PINGUIS
2835,102570,DENTERULATUS,HIPPOMEDON DENTICULATUS
2836,102579,PROPINQUUS,HIPPOMEDON PROPINQVUS
2837,102736,,TMETONYX CICADA
2838,101610,,HIPPOMEDON
2839,158155,,UNCIOLA INERMIS
2840,101376,,COROPHIIDAE
2841,101368,,AORIDAE
2842,101700,,PAROEDICEROS
2843,101582,LILLJEBORGIA,LILJEBORGIA
2844,102516,,ANONYX SARSI
2845,101403,,PHOXOCEPHALIDAE
2846,101528,,RHACHOTROPIS
2847,102234,,RHACHOTROPIS INFLATA
2848,102224,,RHACHOTROPIS ACULEATA
2849,1596965,PROPINQUA,HARPINIA PROPINQVA
2850,101410,TIRONIDAE,SYNOPIIDAE
2851,101778,,SYRRHOE
2852,101716,,HARPINIA
2853,102989,,PHOXOCEPHALUS HOLBOLLI
2854,101723,,PHOXOCEPHALUS
2855,101364,,AMPELISCIDAE
2856,101950,,HAPLOOPS LAEVIS
2857,158021,FOUR-EYED AMPHIPOD,AMPELISCA AGASSIZI
2858,101445,,AMPELISCA
2859,102364,MACULATUS,GAMMAROPSIS MACULATA
2860,101366,AMPHITHOIDAE,AMPITHOIDAE
2861,102246,,ROZINANTE FRAGILIS
2862,102963,,HARPINIA CRENULATA
2863,101946,,BYBLIS SERRATA
2864,101908,AMPHIPOD,AMPELISCA MACROCEPHALA
2865,176946,,PONTOGENEIIDAE
2866,102999,,NEOPLEUSTES PULCHELLUS
2867,549692,PANOPLA,PLEUSTES (PLEUSTES) PANOPLUS
2868,102513,,ANONYX LILLJEBORGI
2869,102690,ORCHOMONELLA,ORCHOMENELLA MINUTA
2870,101361,,CAPRELLIDAE
2871,101839,,CAPRELLA LINEARIS
2872,101851,,CAPRELLA SEPTENTRIONALIS
2873,101820,,AEGININA LONGICORNIS
2874,101430,,CAPRELLA
2875,158096,HELIRAGES,HALIRAGES FULVOCINCTUS
2876,102213,,HALIRAGOIDES INERMIS
2877,103188,,SYRRHOE CRENULATA
2878,102412,ISCHYROCEROS,ISCHYROCERUS ANGUIPES
2879,423725,MONOCULODES,ROSTROCULODES BOREALIS
2880,101400,,OEDICEROTIDAE
2881,101694,,MONOCULODES
2882,102911,,PAROEDICEROS LYNCEUS
2883,102913,PROPINGUIS,PAROEDICEROS PROPINQUUS
2884,,PAROEDICEROS LONGIMANUS,PAROEDICEROS LONGIMANUS
2885,547000,MONOCULODES,AMEROCULODES EDWARDSI
2886,102888,,MONOCULODES LATIMANUS
2887,102240,RACHOTROPIS,RHACHOTROPIS OCULATA
2890,101569,ISCHYROCEROS,ISCHYROCERUS
2891,134696,,NYMPHON LONGITARSE
2892,150523,,NYMPHON MACRUM
2893,134591,,NYMPHON
2894,101384,,HAUSTORIIDAE
2895,103080,,PRISCILLINA ARMATA
2896,118139,,ANURIDA MARITIMA
2897,101389,,ISCHYROCERIDAE
2898,103044,,DYOPEDOS PORRECTUS
2899,104161,,CLAUSOCALANUS
2900,1080,,COPEPODA
2903,103251,BIG-EYED AMPHIPOD,HYPERIA GALBA
2904,156451,PARATHEMISTO,THEMISTO COMPRESSA
2905,1205,,HYPERIIDEA
2906,101417,,HYPERIIDAE
2907,103259,PARATHEMISTO OBLIVIA,THEMISTO ABYSSORUM
2908,119780,COPEPOD,MONSTRILLA
2910,104152,,CALANUS
2911,104464,,CALANUS FINMARCHICUS
2912,104467,,CALANUS HYPERBOREUS
2913,104157,,CANDACIA
2914,104159,,CENTROPAGES
2915,104474,,CANDACIA ARMATA
2916,104491,,CENTROPAGES BRADYI
2917,104165,,PSEUDOCALANUS
2918,104515,,PSEUDOCALANUS ELONGATUS
2919,104241,,TEMORA
2920,106485,,OITHONA
2921,104566,EUCHAETA,PARAEUCHAETA NORVEGICA
2922,104120,,EUCHIRELLA
2923,346037,,ACARTIA (ACARTIURA) LONGIREMIS
2924,850801,,METRIDIA LUCENS LUCENS
2925,104632,,METRIDIA LONGA
2926,104191,,PLEUROMAMMA
2927,136010,,SPHYRION LUMPI
2928,106656,,OITHONA SIMILIS
2929,135993,,LERNAEOCERA BRANCHIALIS
2930,734517,SPINIROSTRIS,OITHONA SETIGERA SETIGERA
2931,135598,,CLAVELLA
2932,104196,,PARACALANUS
2933,104190,,METRIDIA
2934,745865,,PARACALANUS PARVUS PARVUS
2935,104499,,CENTROPAGES TYPICUS
2936,104878,,TEMORA LONGICORNIS
2937,157675,,MICROCALANUS PUSILLUS
2939,1100,"INCL PARACALANUS,CLAUSOCALANUS,CALOCALANUS SP.",CALANOIDA
2940,798770,TANAIDAE,TANAIDIDAE
2941,325384,PARATHEMISTO GAUDICHAUDI,THEMISTO GAUDICHAUDII
2942,104275,,AETIDEUS ARMATUS
2943,135566,,CALIGUS
2945,1101,,CYCLOPOIDA
2946,101804,,PHRONIMA
2950,118730,,JANIRA ALTA
2960,147032,NEBALIA SHRIMP,NEBALIA BIPES
2961,147031,,NEBALIA
2962,157819,,EUDORELLOPSIS BIPLICATA
2963,157820,,EUDORELLOPSIS INTEGRA
2965,110412,,EUDORELLA
2966,110535,,EUDORELLA TRUNCATULA
2967,157912,SEA PILL BUG,SPHAEROMA QUADRIDENTATUM
2968,118399,,CIROLANA
2969,110382,,LEUCONIDAE
2970,1137,,CUMACEA
2971,110398,,DIASTYLIS
2972,110487,,DIASTYLIS RATHKEI
2973,157815,,DIASTYLIS POLITA
2974,157836,LEPTOCUMA MINOR,PSEUDOLEPTOCUMA MINUS
2975,110619,,LEUCON (LEUCON) NASICOIDES
2976,110524,,EUDORELLA EMARGINATA
2977,110415,,CAMPYLASPIS
2978,157816,,DIASTYLIS QUADRISPINOSA
2979,110533,,EUDORELLA PUSILLA
2980,1131,RED ISOPOD,ISOPODA
2981,118827,,AEGA PSORA
2982,119039,BALTICA,IDOTEA BALTHICA
2983,157891,,IDOTEA PHOSPHOREA
2984,119031,TUFTSI,CHIRIDOTEA TUFTSII
2985,119053,,SYNIDOTEA NODULOSA
2986,118770,,MUNNOPSIS TYPICA
2987,118217,PHRYXUS,HEMIARTHRUS ABDOMINALIS
2988,118204,,BOPYROIDES HIPPOLYTES
2989,157885,BROWN ISOPOD; EDOTEA,EDOTIA TRILOBA
2990,1082,BARNACLES,CIRRIPEDIA
2991,118273,,CIROLANIDAE
2992,118283,,IDOTEIDAE
2993,856685,GNATHIA,CAECOGNATHIA CERINA
2994,264171,LITTLE SHORE ISOPOD; MARINA,JAERA (JAERA) ALBIFRONS
2995,106057,,BALANIDAE
2996,118454,,IDOTEA
2997,118448,,CHIRIDOTEA
2998,157903,CIROLANA,POLITOLANA POLITA
2999,118497,ISOPOD; BRANCHIATA,CALATHURA BRACHIATA
3000,882,SEGMENTED WORMS,ANNELIDA
3030,118272,,AEGIDAE
3050,292944,ANTHURIDEA,ANTHUROIDEA
3051,118244,,ANTHURIDAE
3085,966,,EUNICIDAE
3086,130616,PADDLE WORM,ETEONE LONGA
3087,130613,PADDLE WORM,ETEONE FLAVA
3088,334510,,PHYLLODOCE MACULATA
3089,334512,,PHYLLODOCE MUCOSA
3090,971,,DORVILLEIDAE
3099,130464,CF,HYALINOECIA TUBICOLA
3100,883,BRISTLE WORMS,POLYCHAETA
3103,129337,,LUMBRINERIS
3104,129370,,NEPHTYS
3105,129644,,STERNASPIS
3107,22610,ARABELLIDAE,OENONIDAE
3108,157358,ARABELLID THREAD WORM,DRILONEREIS MAGNA
3109,130060,,EUNICE PENNATA
3110,129455,,PHYLLODOCE
3111,334506,,PHYLLODOCE GROENLANDICA
3112,129443,PADDLE WORMS,ETEONE
3113,157374,PADDLE WORM,ETEONE TRILINEATA
3114,931,,PHYLLODOCIDAE
3115,956,,NEPHTYIDAE
3116,129854,OPAL WORM,ARABELLA IRICOLOR
3117,967,LUMBRINEREIDAE,LUMBRINERIDAE
3118,382375,LUMBRINERIS,SCOLETOMA TENUIS
3119,130255,,NINOE NIGRIPES
3120,130140,,GONIADA MACULATA
3121,129300,CHEVRON WORMS,GONIADA
3122,130261,LUMBRINERIS,SCOLETOMA FRAGILIS
3123,130248,,LUMBRINERIS LATREILLI
3124,953,,GONIADIDAE
3125,329805,,NICOMACHE CANADENSIS
3126,948,,SYLLIDAE
3127,130141,,GONIADA NORVEGICA
3128,333456,,EXOGONE VERUGERA
3129,129805,MELINNIA ELIZABETHAE,MELINNA ELISABETHAE
3130,129379,,NEREIS
3131,130404,,NEREIS PELAGICA
3132,157503,,NEREIS GRAYI
3133,921,,CAPITELLIDAE
3134,958,,TOMOPTERIDAE
3135,130407,,NEREIS ZONATA
3136,130963,POTAMILLA,PSEUDOPOTAMILLA RENIFORMIS
3137,129804,AMPHARETID WORM,MELINNA CRISTATA
3138,985,,SABELLIDAE
3139,980,,PECTINARIIDAE
3140,129549,,SABELLA
3141,129363,,RHODINE
3142,334421,TRUMPET WORM,PECTINARIA GOULDII
3143,923,FILAMENT TUBE WORM,MALDANIDAE
3144,129437,,PECTINARIA
3145,129360,,PRAXILLELLA
3146,981,,AMPHARETIDAE
3147,130954,FAN WORM,POTAMILLA NEGLECTA
3148,129686,TEREBELLID WORM,AMPHITRITE
3149,238377,PECTINARIA,CISTENIDES GRANULATA
3150,22496,NEREIDAE,NEREIDIDAE
3151,131573,STROEMI,TEREBELLIDES STROEMII
3152,130980,,SCALIBREGMA INFLATUM
3153,924,,OPHELIIDAE
3154,129819,,SAMYTHA SEXCIRRATA
3155,129789,,ANOBOTHRUS GRACILIS
3156,130494,,OPHELIA LIMACINA
3157,130500,OPHELIA ACUMINUTA,OPHELINA ACUMINATA
3158,912,,APISTOBRANCHIDAE
3159,129413,,OPHELIA
3160,982,,TEREBELLIDAE
3161,129868,LUGWORM,ARENICOLA MARINA
3162,129430,,ARICIDEA
3163,146991,,LEIOCHONE
3164,889,,SPIONIDA
3165,131242,,STERNASPIS SCUTATA
3166,130467,,NOTHRIA CONCHYLEGA
3167,129425,ORBINIID WORMS,SCOLOPLOS
3168,130888,,CHONE DUNERI
3169,130585,PARAONIS,PARADONEIS LYRA
3170,898,,FLABELLIGERIDA
